Age,City,Economic Status,Profession,Most Used Pokemon Type,Average Pokemon Level,PokéBall Usage,Win Ratio,Battle Strategy,Number of Migrations,Rare Item Holder,Team Rocket
45,Fuchsia City,Middle,Rocket Grunt,Poison,66,TimerBall,48,Aggressive,0,FALSE,
46,Celadon City,Middle,Casino Worker,Bug,32,GreatBall,65,Defensive,17,FALSE,
56,Cerulean City,High,PokéMart Seller,Fire,30,MasterBall,54,Defensive,20,FALSE,
48,Vermilion City,Middle,PokéMart Seller,Poison,38,UltraBall,49,Defensive,17,FALSE,
40,Pallet Town,Low,Casino Worker,Bug,19,PokéBall,39,Unpredictable,19,FALSE,
54,Viridian City,Low,Champion,Bug,58,UltraBall,78,Unpredictable,23,FALSE,
13,Fuchsia City,Middle,Rocket Grunt,Ground,17,NetBall,43,Unpredictable,25,FALSE,
69,Viridian City,High,Police Officer,Rock,15,UltraBall,75,Defensive,22,FALSE,
40,Viridian City,Middle,Researcher,Ground,52,MasterBall,59,Aggressive,19,FALSE,
28,Viridian City,Low,Daycare Worker,Fire,41,NetBall,84,Aggressive,16,FALSE,
33,Pewter City,Middle,PokéMart Seller,Steel,62,GreatBall,81,Defensive,1,FALSE,
12,Cinnabar Island,Low,Daycare Worker,Electric,42,MasterBall,46,Defensive,8,FALSE,
26,Pallet Town,Middle,Breeder,Fighting,93,NetBall,35,Defensive,6,FALSE,
34,Lavender Town,Low,Black Market Dealer,Flying,74,MasterBall,62,Defensive,16,TRUE,
31,Cinnabar Island,Middle,Black Market Dealer,Dark,56,UltraBall,71,Aggressive,30,FALSE,
33,Celadon City,High,Daycare Worker,Ghost,21,GreatBall,23,Unpredictable,25,FALSE,
23,Vermilion City,Middle,Gym Leader Assistant,Fire,65,HealBall,41,Defensive,18,FALSE,
20,Vermilion City,Low,Champion,Electric,67,PokéBall,32,Unpredictable,23,FALSE,
17,Cerulean City,Low,Rocket Grunt,Rock,44,DarkBall,61,Defensive,9,FALSE,
54,Saffron City,Low,PokéMart Seller,Ghost,47,DuskBall,35,Unpredictable,9,FALSE,
65,Cerulean City,Middle,Champion,Dark,75,MasterBall,67,Unpredictable,14,FALSE,
67,Pallet Town,Middle,Nurse,Rock,59,DuskBall,67,Unpredictable,6,FALSE,
43,Cinnabar Island,Low,Black Market Dealer,Fire,9,DuskBall,45,Aggressive,21,FALSE,
35,Pallet Town,Low,Police Officer,Psychic,15,GreatBall,42,Defensive,20,FALSE,
38,Fuchsia City,Middle,PokéMart Seller,Dragon,40,MasterBall,67,Unpredictable,3,FALSE,
39,Fuchsia City,High,Police Officer,Fairy,8,PokéBall,55,Unpredictable,22,FALSE,
46,Fuchsia City,Middle,Daycare Worker,Fire,46,DuskBall,20,Aggressive,19,FALSE,
62,Vermilion City,Middle,Champion,Grass,28,TimerBall,66,Aggressive,22,FALSE,
59,Pallet Town,Middle,Researcher,Grass,64,DuskBall,30,Aggressive,8,FALSE,
44,Pallet Town,Low,Casino Worker,Fire,78,LuxuryBall,71,Unpredictable,11,FALSE,
14,Cinnabar Island,High,Police Officer,Bug,99,TimerBall,39,Unpredictable,23,FALSE,
58,Saffron City,Low,Police Officer,Fairy,70,DuskBall,20,Defensive,2,FALSE,
40,Pewter City,Low,Breeder,Steel,34,HealBall,32,Unpredictable,3,FALSE,
10,Pallet Town,Low,Underground Battler,Dark,28,LuxuryBall,57,Defensive,12,FALSE,
17,Celadon City,Low,Breeder,Electric,41,UltraBall,80,Aggressive,19,FALSE,
23,Saffron City,Middle,Rocket Grunt,Ground,34,NetBall,57,Unpredictable,22,FALSE,
25,Cinnabar Island,High,Nurse,Poison,95,UltraBall,71,Aggressive,9,FALSE,
61,Fuchsia City,Middle,Breeder,Dragon,28,UltraBall,82,Aggressive,8,FALSE,
19,Pallet Town,Middle,Scientist,Bug,72,GreatBall,61,Defensive,22,FALSE,
63,Viridian City,Low,PokéMart Seller,Water,79,UltraBall,59,Defensive,11,FALSE,
23,Vermilion City,Low,Biker,Dragon,91,PokéBall,52,Unpredictable,1,FALSE,
45,Saffron City,Low,Fisherman,Flying,20,UltraBall,75,Defensive,23,FALSE,
26,Vermilion City,Middle,Researcher,Flying,97,HealBall,69,Unpredictable,0,FALSE,
36,Lavender Town,Middle,Biker,Dragon,73,DarkBall,40,Aggressive,16,FALSE,
30,Pewter City,Low,Black Market Dealer,Grass,34,LuxuryBall,46,Aggressive,7,FALSE,
29,Cinnabar Island,High,Biker,Rock,52,UltraBall,73,Aggressive,5,FALSE,
44,Cinnabar Island,Low,Rocket Grunt,Ice,37,DarkBall,23,Defensive,19,FALSE,
49,Pallet Town,Middle,PokéMart Seller,Ice,100,LuxuryBall,34,Defensive,9,FALSE,
70,Vermilion City,Middle,PokéMart Seller,Ice,10,TimerBall,39,Unpredictable,4,FALSE,
58,Cerulean City,Middle,PokéMart Seller,Steel,25,HealBall,64,Defensive,17,FALSE,
62,Cerulean City,Middle,Fisherman,Rock,41,HealBall,43,Unpredictable,15,FALSE,
39,Pewter City,Middle,Gym Leader Assistant,Electric,35,PokéBall,78,Defensive,0,FALSE,
46,Cinnabar Island,Middle,Daycare Worker,Water,46,MasterBall,36,Unpredictable,2,FALSE,
57,Cinnabar Island,High,Gym Leader Assistant,Dark,55,GreatBall,58,Defensive,1,FALSE,
58,Fuchsia City,Low,Police Officer,Poison,51,MasterBall,61,Aggressive,4,FALSE,
66,Saffron City,Middle,Elite Trainer,Poison,71,GreatBall,74,Defensive,2,FALSE,
62,Celadon City,Low,Gym Leader Assistant,Ghost,100,DarkBall,22,Aggressive,2,FALSE,
31,Lavender Town,High,Underground Battler,Rock,89,HealBall,20,Defensive,15,FALSE,
29,Pewter City,Middle,Champion,Ghost,100,DarkBall,42,Aggressive,11,FALSE,
39,Cerulean City,Middle,Fisherman,Bug,24,UltraBall,83,Aggressive,23,FALSE,
22,Viridian City,High,Researcher,Normal,63,MasterBall,76,Aggressive,15,FALSE,
16,Saffron City,Low,PokéMart Seller,Bug,76,PokéBall,35,Defensive,15,FALSE,
62,Cerulean City,Low,Breeder,Rock,63,DuskBall,20,Aggressive,12,FALSE,
59,Celadon City,Low,Researcher,Fairy,53,NetBall,84,Defensive,12,FALSE,
18,Pewter City,Middle,Fisherman,Fire,6,UltraBall,46,Unpredictable,22,FALSE,
66,Cerulean City,Middle,Champion,Poison,68,DarkBall,31,Aggressive,3,FALSE,
24,Lavender Town,Middle,Casino Worker,Electric,95,NetBall,67,Defensive,29,FALSE,
56,Lavender Town,Low,Researcher,Steel,93,HealBall,44,Defensive,15,FALSE,
69,Viridian City,Low,Fisherman,Ground,61,HealBall,40,Aggressive,15,FALSE,
45,Saffron City,Low,PokéMart Seller,Poison,30,UltraBall,31,Unpredictable,5,TRUE,
10,Celadon City,Low,Elite Trainer,Grass,81,LuxuryBall,65,Defensive,4,FALSE,
24,Celadon City,Middle,Daycare Worker,Rock,89,DarkBall,48,Defensive,9,FALSE,
31,Cerulean City,Middle,Gym Leader Assistant,Poison,59,MasterBall,73,Unpredictable,12,FALSE,
70,Lavender Town,Middle,Daycare Worker,Flying,100,PokéBall,22,Unpredictable,24,FALSE,
30,Celadon City,High,PokéMart Seller,Rock,41,TimerBall,46,Unpredictable,4,FALSE,
42,Cinnabar Island,Middle,Daycare Worker,Flying,64,HealBall,31,Unpredictable,25,FALSE,
28,Cinnabar Island,Low,Biker,Dark,94,HealBall,87,Unpredictable,9,FALSE,
15,Viridian City,Low,Elite Trainer,Ice,28,TimerBall,59,Unpredictable,11,FALSE,
57,Lavender Town,Middle,Gym Leader Assistant,Fire,15,PokéBall,20,Aggressive,12,FALSE,
34,Fuchsia City,Middle,Rocket Grunt,Poison,77,DuskBall,54,Defensive,25,FALSE,
47,Pewter City,Low,Biker,Dark,98,LuxuryBall,58,Aggressive,13,FALSE,
14,Viridian City,Middle,PokéMart Seller,Rock,86,NetBall,84,Defensive,18,FALSE,
15,Vermilion City,Middle,Scientist,Steel,20,TimerBall,50,Defensive,16,FALSE,
30,Fuchsia City,High,Rocket Grunt,Fighting,92,TimerBall,48,Defensive,0,FALSE,
35,Cinnabar Island,Middle,Biker,Flying,9,UltraBall,51,Unpredictable,21,FALSE,
50,Pewter City,Low,Biker,Dark,54,NetBall,70,Aggressive,0,FALSE,
17,Pallet Town,High,Police Officer,Water,86,MasterBall,32,Unpredictable,24,FALSE,
56,Fuchsia City,Middle,Breeder,Dragon,34,DarkBall,43,Unpredictable,11,FALSE,
64,Lavender Town,Middle,Police Officer,Dark,37,GreatBall,77,Defensive,12,FALSE,
64,Viridian City,Middle,Researcher,Steel,11,DarkBall,51,Defensive,21,FALSE,
34,Pewter City,Low,Police Officer,Electric,21,PokéBall,79,Unpredictable,7,FALSE,
45,Viridian City,Middle,Fisherman,Flying,78,MasterBall,37,Aggressive,18,FALSE,
58,Lavender Town,High,Gym Leader Assistant,Fairy,46,DuskBall,37,Aggressive,15,FALSE,
52,Pallet Town,Low,Biker,Electric,18,UltraBall,35,Defensive,15,FALSE,
18,Vermilion City,Middle,Gym Leader Assistant,Fairy,12,PokéBall,60,Aggressive,1,FALSE,
52,Cerulean City,High,Daycare Worker,Rock,66,LuxuryBall,37,Defensive,18,FALSE,
21,Vermilion City,Low,Champion,Electric,100,MasterBall,77,Defensive,5,FALSE,
61,Vermilion City,Low,Rocket Grunt,Fire,50,LuxuryBall,78,Unpredictable,22,FALSE,
55,Pewter City,Low,Daycare Worker,Dark,18,MasterBall,78,Aggressive,11,FALSE,
54,Saffron City,Low,Police Officer,Fighting,49,LuxuryBall,31,Aggressive,9,FALSE,
32,Fuchsia City,Low,Elite Trainer,Flying,49,NetBall,31,Aggressive,10,FALSE,
48,Cerulean City,Low,Underground Battler,Ghost,98,HealBall,57,Defensive,4,FALSE,
68,Vermilion City,High,Scientist,Flying,77,DuskBall,82,Defensive,9,FALSE,
35,Vermilion City,Middle,Fisherman,Flying,42,HealBall,55,Unpredictable,22,FALSE,
18,Pewter City,High,Black Market Dealer,Grass,94,NetBall,40,Unpredictable,9,FALSE,
45,Pallet Town,Middle,Elite Trainer,Grass,50,HealBall,50,Aggressive,19,FALSE,
67,Fuchsia City,Middle,Scientist,Fire,46,GreatBall,34,Aggressive,30,FALSE,
57,Celadon City,Low,Underground Battler,Steel,24,DarkBall,56,Unpredictable,6,FALSE,
17,Saffron City,Middle,Rocket Grunt,Bug,23,UltraBall,23,Defensive,4,FALSE,
65,Lavender Town,Low,Researcher,Fairy,79,MasterBall,46,Defensive,18,FALSE,
21,Vermilion City,High,Daycare Worker,Psychic,92,PokéBall,40,Defensive,18,FALSE,
54,Fuchsia City,High,Elite Trainer,Steel,79,UltraBall,50,Defensive,1,FALSE,
39,Celadon City,Middle,Nurse,Ice,96,GreatBall,69,Unpredictable,16,FALSE,
52,Cerulean City,Low,PokéMart Seller,Fire,91,NetBall,65,Aggressive,22,FALSE,
52,Cerulean City,High,Casino Worker,Water,64,TimerBall,69,Aggressive,9,FALSE,
11,Lavender Town,Middle,Rocket Grunt,Ghost,17,NetBall,74,Defensive,17,FALSE,
35,Fuchsia City,Low,PokéMart Seller,Steel,18,DarkBall,45,Unpredictable,7,FALSE,
54,Vermilion City,Middle,PokéMart Seller,Flying,91,GreatBall,78,Aggressive,21,FALSE,
32,Viridian City,Low,Biker,Fire,57,LuxuryBall,60,Aggressive,19,FALSE,
38,Fuchsia City,Low,Daycare Worker,Rock,10,MasterBall,69,Defensive,6,FALSE,
37,Celadon City,Middle,Casino Worker,Dark,47,HealBall,66,Aggressive,15,FALSE,
65,Lavender Town,Middle,Nurse,Dark,36,GreatBall,71,Aggressive,7,FALSE,
31,Saffron City,Low,PokéMart Seller,Flying,63,DuskBall,72,Unpredictable,13,FALSE,
52,Cinnabar Island,Low,Gym Leader Assistant,Ground,9,MasterBall,64,Unpredictable,23,FALSE,
38,Saffron City,Middle,Rocket Grunt,Steel,92,LuxuryBall,50,Unpredictable,23,FALSE,
26,Pallet Town,Low,Gym Leader Assistant,Dragon,89,PokéBall,31,Unpredictable,8,FALSE,
50,Lavender Town,High,Rocket Grunt,Steel,7,DuskBall,22,Unpredictable,2,FALSE,
31,Vermilion City,Middle,Rocket Grunt,Ground,53,UltraBall,24,Defensive,19,FALSE,
14,Vermilion City,Middle,Daycare Worker,Ice,6,DuskBall,57,Aggressive,17,FALSE,
33,Celadon City,Middle,Daycare Worker,Flying,90,GreatBall,22,Aggressive,15,FALSE,
20,Viridian City,High,Breeder,Dark,79,LuxuryBall,47,Aggressive,5,FALSE,
29,Viridian City,Middle,Biker,Rock,90,NetBall,52,Unpredictable,5,FALSE,
25,Pallet Town,Low,Police Officer,Flying,32,GreatBall,36,Aggressive,3,FALSE,
67,Pewter City,Middle,PokéMart Seller,Water,74,HealBall,65,Aggressive,10,FALSE,
14,Pewter City,Middle,Biker,Ghost,90,NetBall,50,Unpredictable,20,FALSE,
55,Cerulean City,Middle,Elite Trainer,Water,32,GreatBall,63,Aggressive,1,FALSE,
51,Saffron City,High,Casino Worker,Ground,25,PokéBall,36,Defensive,12,FALSE,
60,Vermilion City,Middle,Researcher,Grass,17,DuskBall,70,Defensive,6,FALSE,
52,Pewter City,Middle,Underground Battler,Rock,27,LuxuryBall,85,Defensive,3,TRUE,
26,Vermilion City,Low,Champion,Electric,40,PokéBall,74,Defensive,3,FALSE,
29,Fuchsia City,Low,Casino Worker,Electric,62,DuskBall,76,Defensive,3,FALSE,
65,Fuchsia City,Low,Scientist,Dark,85,NetBall,53,Unpredictable,21,FALSE,
33,Saffron City,Middle,Champion,Normal,51,UltraBall,45,Unpredictable,4,FALSE,
25,Cerulean City,Low,Biker,Poison,84,UltraBall,33,Defensive,24,FALSE,
62,Cerulean City,High,Biker,Psychic,33,HealBall,57,Aggressive,10,FALSE,
47,Vermilion City,High,Breeder,Dark,83,NetBall,27,Defensive,3,FALSE,
67,Pallet Town,Low,Black Market Dealer,Poison,27,HealBall,25,Unpredictable,19,FALSE,
57,Cerulean City,Middle,Gym Leader Assistant,Ghost,8,MasterBall,45,Unpredictable,5,FALSE,
43,Cinnabar Island,Middle,Scientist,Steel,8,GreatBall,38,Aggressive,3,FALSE,
48,Viridian City,Low,Scientist,Water,64,NetBall,36,Unpredictable,4,FALSE,
15,Vermilion City,Low,Police Officer,Fire,7,MasterBall,44,Aggressive,21,FALSE,
24,Pallet Town,Middle,Underground Battler,Poison,66,UltraBall,54,Unpredictable,1,FALSE,
24,Lavender Town,Low,Breeder,Fighting,82,PokéBall,46,Aggressive,0,FALSE,
20,Pewter City,High,PokéMart Seller,Dark,96,GreatBall,31,Unpredictable,0,FALSE,
60,Saffron City,Low,Police Officer,Ghost,6,DuskBall,72,Unpredictable,3,FALSE,
67,Pallet Town,Low,Daycare Worker,Flying,92,TimerBall,53,Defensive,12,TRUE,
38,Cinnabar Island,Middle,Underground Battler,Fire,35,TimerBall,58,Unpredictable,12,FALSE,
40,Viridian City,Low,Daycare Worker,Dragon,12,HealBall,60,Unpredictable,10,FALSE,
52,Celadon City,Low,Underground Battler,Ground,12,DarkBall,43,Aggressive,4,FALSE,
36,Viridian City,Middle,PokéMart Seller,Ice,94,NetBall,27,Aggressive,6,FALSE,
63,Pallet Town,High,Casino Worker,Fighting,17,MasterBall,41,Unpredictable,4,TRUE,
24,Cinnabar Island,Middle,Underground Battler,Flying,80,NetBall,38,Unpredictable,12,FALSE,
21,Pallet Town,Middle,Casino Worker,Dark,51,TimerBall,29,Defensive,4,FALSE,
34,Viridian City,Low,Fisherman,Fighting,24,MasterBall,24,Unpredictable,12,FALSE,
10,Cerulean City,Low,Daycare Worker,Psychic,18,PokéBall,27,Aggressive,6,FALSE,
41,Saffron City,Middle,Fisherman,Poison,55,PokéBall,46,Defensive,3,FALSE,
20,Vermilion City,High,Nurse,Steel,85,GreatBall,32,Aggressive,17,FALSE,
46,Pewter City,Middle,Breeder,Poison,72,DuskBall,53,Aggressive,11,FALSE,
26,Lavender Town,Low,PokéMart Seller,Fighting,18,UltraBall,35,Defensive,17,FALSE,
32,Cinnabar Island,High,Daycare Worker,Psychic,68,GreatBall,78,Aggressive,18,FALSE,
35,Viridian City,High,Rocket Grunt,Ghost,35,PokéBall,47,Aggressive,12,FALSE,
45,Fuchsia City,Middle,Biker,Steel,81,PokéBall,63,Unpredictable,24,TRUE,
38,Pewter City,Low,Researcher,Flying,44,TimerBall,68,Unpredictable,0,FALSE,
46,Viridian City,Middle,Nurse,Psychic,34,PokéBall,50,Unpredictable,9,FALSE,
70,Pallet Town,Low,Black Market Dealer,Fairy,84,MasterBall,37,Aggressive,7,FALSE,
15,Lavender Town,Low,Breeder,Fire,85,NetBall,31,Defensive,1,FALSE,
11,Cerulean City,Middle,Breeder,Dragon,85,NetBall,72,Aggressive,19,FALSE,
37,Pewter City,Middle,Daycare Worker,Steel,99,TimerBall,24,Aggressive,2,FALSE,
10,Cerulean City,Low,Elite Trainer,Flying,59,MasterBall,50,Aggressive,0,FALSE,
11,Lavender Town,Low,Nurse,Normal,92,GreatBall,73,Defensive,2,FALSE,
21,Celadon City,Low,Breeder,Water,27,DarkBall,35,Unpredictable,21,FALSE,
42,Lavender Town,Middle,Gym Leader Assistant,Ground,90,LuxuryBall,56,Unpredictable,16,FALSE,
46,Pallet Town,Low,Biker,Rock,19,DarkBall,42,Defensive,10,FALSE,
60,Lavender Town,High,Researcher,Grass,83,HealBall,53,Defensive,25,FALSE,
32,Viridian City,Low,Breeder,Poison,8,NetBall,53,Defensive,1,FALSE,
57,Saffron City,High,Police Officer,Flying,60,DuskBall,60,Unpredictable,13,FALSE,
37,Pallet Town,Low,Police Officer,Poison,77,GreatBall,52,Unpredictable,16,FALSE,
54,Vermilion City,Low,Elite Trainer,Ground,30,LuxuryBall,44,Aggressive,9,FALSE,
56,Celadon City,High,Breeder,Rock,14,GreatBall,74,Defensive,19,TRUE,
51,Cinnabar Island,Middle,PokéMart Seller,Dark,76,HealBall,24,Unpredictable,18,FALSE,
55,Viridian City,Middle,Elite Trainer,Fire,28,HealBall,33,Aggressive,10,FALSE,
56,Celadon City,Middle,Underground Battler,Ghost,87,TimerBall,32,Aggressive,24,FALSE,
15,Vermilion City,Middle,Elite Trainer,Steel,41,PokéBall,22,Defensive,13,FALSE,
59,Lavender Town,Low,Researcher,Grass,93,TimerBall,52,Unpredictable,19,FALSE,
17,Viridian City,Low,Daycare Worker,Steel,15,UltraBall,48,Defensive,11,FALSE,
60,Celadon City,Low,Nurse,Fighting,73,MasterBall,69,Aggressive,24,FALSE,
41,Vermilion City,Low,Breeder,Electric,38,GreatBall,77,Defensive,10,FALSE,
46,Cinnabar Island,Low,Nurse,Dark,34,DarkBall,63,Aggressive,8,FALSE,
37,Fuchsia City,High,Rocket Grunt,Grass,72,TimerBall,84,Defensive,15,FALSE,
61,Celadon City,Middle,Casino Worker,Water,22,HealBall,85,Defensive,0,FALSE,
42,Pewter City,High,Casino Worker,Water,18,GreatBall,76,Defensive,14,FALSE,
23,Cinnabar Island,Middle,Champion,Grass,9,LuxuryBall,31,Unpredictable,5,FALSE,
44,Pallet Town,Low,Scientist,Dark,12,GreatBall,77,Defensive,24,FALSE,
18,Fuchsia City,Low,Breeder,Fairy,88,MasterBall,51,Aggressive,10,FALSE,
10,Lavender Town,Low,Elite Trainer,Ice,86,LuxuryBall,85,Aggressive,24,FALSE,
23,Cinnabar Island,Middle,Nurse,Fire,8,DuskBall,73,Unpredictable,6,FALSE,
52,Cerulean City,Low,Researcher,Rock,71,PokéBall,30,Unpredictable,19,FALSE,
28,Fuchsia City,Middle,Gym Leader Assistant,Psychic,59,NetBall,26,Unpredictable,6,FALSE,
38,Pallet Town,Low,Daycare Worker,Dragon,78,NetBall,68,Aggressive,25,FALSE,
63,Pallet Town,Low,Daycare Worker,Fighting,29,DarkBall,30,Defensive,1,FALSE,
24,Viridian City,Low,Nurse,Steel,6,UltraBall,29,Defensive,8,FALSE,
16,Fuchsia City,Middle,Elite Trainer,Bug,59,MasterBall,34,Aggressive,14,FALSE,
45,Vermilion City,Low,Underground Battler,Grass,68,GreatBall,22,Defensive,11,FALSE,
10,Lavender Town,Middle,Gym Leader Assistant,Poison,79,LuxuryBall,29,Unpredictable,0,FALSE,
41,Celadon City,Middle,Gym Leader Assistant,Ground,79,TimerBall,45,Defensive,23,FALSE,
41,Fuchsia City,Middle,Casino Worker,Steel,31,MasterBall,44,Unpredictable,23,FALSE,
48,Lavender Town,Low,Underground Battler,Grass,75,PokéBall,34,Defensive,16,FALSE,
30,Fuchsia City,Low,Biker,Water,21,HealBall,83,Defensive,16,FALSE,
28,Pallet Town,High,Daycare Worker,Bug,19,MasterBall,37,Aggressive,24,FALSE,
41,Pallet Town,Middle,Underground Battler,Water,99,TimerBall,23,Defensive,4,FALSE,
26,Viridian City,Low,Elite Trainer,Dark,84,DuskBall,74,Aggressive,12,FALSE,
13,Fuchsia City,Middle,Gym Leader Assistant,Grass,62,DarkBall,33,Defensive,23,TRUE,
37,Celadon City,Middle,Nurse,Ground,46,NetBall,59,Defensive,17,FALSE,
65,Viridian City,Middle,Breeder,Steel,16,DarkBall,39,Defensive,16,FALSE,
27,Lavender Town,Middle,Nurse,Psychic,69,DuskBall,79,Unpredictable,22,FALSE,
32,Cerulean City,Middle,PokéMart Seller,Grass,40,UltraBall,44,Defensive,15,FALSE,
36,Saffron City,Low,Champion,Flying,61,GreatBall,40,Unpredictable,6,FALSE,
48,Vermilion City,Low,Underground Battler,Bug,7,PokéBall,48,Defensive,7,FALSE,
42,Cerulean City,Middle,Daycare Worker,Bug,61,DuskBall,44,Defensive,20,FALSE,
26,Viridian City,Low,Breeder,Normal,5,DuskBall,70,Defensive,6,FALSE,
19,Viridian City,High,Biker,Poison,22,LuxuryBall,70,Unpredictable,9,FALSE,
25,Cinnabar Island,Middle,Daycare Worker,Poison,19,DarkBall,63,Aggressive,0,FALSE,
45,Saffron City,High,Rocket Grunt,Fire,86,PokéBall,55,Unpredictable,18,FALSE,
57,Pallet Town,Low,PokéMart Seller,Water,20,TimerBall,28,Aggressive,0,FALSE,
23,Cinnabar Island,Middle,Black Market Dealer,Electric,91,TimerBall,76,Aggressive,0,FALSE,
26,Viridian City,Middle,Elite Trainer,Flying,53,UltraBall,54,Unpredictable,14,FALSE,
21,Celadon City,Low,Fisherman,Dark,80,NetBall,70,Defensive,7,FALSE,
12,Celadon City,Middle,Scientist,Fighting,77,UltraBall,41,Aggressive,18,FALSE,
69,Fuchsia City,Middle,Fisherman,Dark,68,DuskBall,77,Aggressive,6,FALSE,
28,Vermilion City,Middle,Champion,Poison,58,MasterBall,78,Defensive,7,FALSE,
70,Pewter City,High,PokéMart Seller,Ghost,78,TimerBall,67,Unpredictable,22,FALSE,
18,Fuchsia City,Middle,Black Market Dealer,Dark,19,LuxuryBall,62,Defensive,21,FALSE,
44,Viridian City,Low,Gym Leader Assistant,Dragon,9,DuskBall,66,Aggressive,20,FALSE,
44,Fuchsia City,Low,Daycare Worker,Rock,75,LuxuryBall,36,Defensive,8,FALSE,
63,Cerulean City,Low,Police Officer,Ice,19,LuxuryBall,84,Defensive,11,FALSE,
27,Celadon City,Middle,Daycare Worker,Fighting,54,DarkBall,64,Unpredictable,3,FALSE,
62,Viridian City,Middle,PokéMart Seller,Dragon,7,NetBall,59,Defensive,6,FALSE,
15,Cerulean City,Low,Fisherman,Grass,72,HealBall,80,Unpredictable,1,FALSE,
63,Lavender Town,Middle,Nurse,Grass,93,TimerBall,47,Unpredictable,18,FALSE,
32,Viridian City,Middle,Fisherman,Dragon,80,UltraBall,80,Aggressive,16,FALSE,
48,Pewter City,High,Scientist,Water,32,NetBall,50,Unpredictable,8,FALSE,
38,Fuchsia City,Low,Gym Leader Assistant,Flying,86,DuskBall,71,Unpredictable,3,FALSE,
61,Lavender Town,Middle,Nurse,Water,39,PokéBall,60,Unpredictable,25,FALSE,
45,Celadon City,Middle,Fisherman,Water,31,MasterBall,80,Aggressive,23,FALSE,
19,Vermilion City,Low,Nurse,Ghost,38,PokéBall,48,Unpredictable,10,FALSE,
19,Cerulean City,Low,Breeder,Ice,7,GreatBall,70,Unpredictable,20,FALSE,
19,Cinnabar Island,High,Gym Leader Assistant,Flying,24,GreatBall,78,Defensive,14,FALSE,
24,Lavender Town,Low,Scientist,Normal,53,MasterBall,65,Aggressive,3,FALSE,
33,Celadon City,Middle,Rocket Grunt,Fairy,22,GreatBall,44,Unpredictable,0,FALSE,
32,Pallet Town,Low,Black Market Dealer,Poison,95,DuskBall,32,Unpredictable,12,FALSE,
17,Pallet Town,Low,Scientist,Flying,41,MasterBall,32,Aggressive,16,FALSE,
26,Celadon City,Middle,Scientist,Fire,32,TimerBall,80,Unpredictable,20,FALSE,
14,Cerulean City,Middle,Biker,Dragon,89,DuskBall,27,Aggressive,25,FALSE,
61,Cerulean City,Middle,Researcher,Poison,89,GreatBall,23,Defensive,23,FALSE,
39,Pallet Town,Low,Champion,Fighting,67,DarkBall,66,Defensive,9,FALSE,
58,Cerulean City,Middle,Police Officer,Fire,32,GreatBall,24,Aggressive,4,FALSE,
49,Viridian City,Middle,Police Officer,Steel,28,HealBall,27,Unpredictable,7,FALSE,
63,Viridian City,Low,Breeder,Poison,11,MasterBall,28,Aggressive,15,FALSE,
29,Cerulean City,Middle,Rocket Grunt,Electric,12,GreatBall,41,Aggressive,12,FALSE,
34,Saffron City,Middle,Casino Worker,Normal,47,PokéBall,67,Defensive,22,FALSE,
24,Pewter City,Middle,Elite Trainer,Normal,77,PokéBall,72,Aggressive,15,FALSE,
45,Pallet Town,Low,Police Officer,Fairy,75,MasterBall,34,Aggressive,1,FALSE,
57,Pallet Town,Middle,Elite Trainer,Psychic,86,LuxuryBall,38,Defensive,13,FALSE,
18,Saffron City,Middle,Police Officer,Bug,53,NetBall,42,Aggressive,10,FALSE,
50,Cerulean City,Middle,Gym Leader Assistant,Steel,97,DuskBall,48,Unpredictable,10,FALSE,
63,Fuchsia City,Middle,Champion,Ghost,45,TimerBall,78,Defensive,2,FALSE,
65,Pallet Town,Middle,Gym Leader Assistant,Rock,17,UltraBall,79,Aggressive,7,FALSE,
13,Lavender Town,Low,Researcher,Ice,13,DuskBall,43,Aggressive,22,FALSE,
10,Celadon City,Low,Researcher,Bug,84,DarkBall,47,Aggressive,24,FALSE,
32,Saffron City,Middle,Gym Leader Assistant,Poison,25,TimerBall,35,Aggressive,22,FALSE,
43,Fuchsia City,Low,Breeder,Dark,72,LuxuryBall,49,Defensive,3,FALSE,
37,Celadon City,Low,Daycare Worker,Ghost,6,PokéBall,64,Defensive,24,FALSE,
53,Lavender Town,Middle,Champion,Normal,42,GreatBall,47,Aggressive,21,FALSE,
55,Vermilion City,High,Biker,Fairy,31,TimerBall,24,Defensive,10,FALSE,
55,Saffron City,Middle,Nurse,Normal,34,DuskBall,30,Unpredictable,15,FALSE,
67,Pewter City,High,Gym Leader Assistant,Rock,18,UltraBall,77,Defensive,14,FALSE,
52,Lavender Town,Low,Elite Trainer,Flying,69,LuxuryBall,55,Defensive,20,FALSE,
44,Saffron City,Low,Breeder,Grass,70,MasterBall,76,Defensive,4,FALSE,
21,Cerulean City,Low,Rocket Grunt,Fire,31,DuskBall,69,Aggressive,22,FALSE,
44,Lavender Town,Low,Nurse,Normal,45,DuskBall,61,Unpredictable,10,FALSE,
22,Fuchsia City,Middle,Gym Leader Assistant,Water,80,TimerBall,23,Aggressive,14,FALSE,
26,Cerulean City,Middle,PokéMart Seller,Ground,89,NetBall,72,Defensive,17,FALSE,
48,Lavender Town,Middle,Rocket Grunt,Normal,60,UltraBall,34,Unpredictable,13,FALSE,
34,Viridian City,Middle,Daycare Worker,Bug,63,NetBall,49,Unpredictable,15,FALSE,
